 - Love numbers from file:./DATA/REF_6371_loading_love_numbers.txt
 - Green functions for MAX degree:       32768
 - Ice density (kg/m^3):   917.00000000000000     
 - Earth density (kg/m^3):   5505.0609557847711     
 - Load half-amplitude (deg):   2.5370000000000000E-002
 - Ice thickness variation: +1 m/year
 - ======= Grid properties (the grid has costant spacing) =======
 - Min and Max colatitudes (deg):   0.0000000000000000        60.000000000000000     
 - Colatitude increment(deg):   5.0740000000000004E-003
 - Number of grid points:       11825
#
#   Line        colat, deg        vert. vel., mm/yr    hor. vel., mm/yr     geoid vel., mm/yr
#
    305       0.15424960E+01      -0.15074558E-02      -0.70306443E-03       0.79854821E-03
    306       0.15475700E+01      -0.14924600E-02      -0.69973441E-03       0.79438004E-03
    307       0.15526440E+01      -0.14934579E-02      -0.69622489E-03       0.79279570E-03
    308       0.15577180E+01      -0.14792506E-02      -0.69407666E-03       0.78877642E-03
    309       0.15627920E+01      -0.14787963E-02      -0.68955635E-03       0.78698033E-03
    310       0.15678660E+01      -0.14670010E-02      -0.68835540E-03       0.78337070E-03
    311       0.15729400E+01      -0.14637025E-02      -0.68316638E-03       0.78113852E-03
    312       0.15780140E+01      -0.14553951E-02      -0.68248061E-03       0.77811118E-03
    313       0.15830880E+01      -0.14485434E-02      -0.67711665E-03       0.77532844E-03
    314       0.15881620E+01      -0.14440221E-02      -0.67641637E-03       0.77293094E-03
    315       0.15932360E+01      -0.14337355E-02      -0.67140979E-03       0.76961629E-03
    316       0.15983100E+01      -0.14324690E-02      -0.67018752E-03       0.76776276E-03
    317       0.16033840E+01      -0.14196507E-02      -0.66598956E-03       0.76406108E-03
    318       0.16084580E+01      -0.14204118E-02      -0.66387264E-03       0.76255375E-03
    319       0.16135320E+01      -0.14065331E-02      -0.66075421E-03       0.75870133E-03
    320       0.16186060E+01      -0.14076855E-02      -0.65758522E-03       0.75727659E-03
    321       0.16236800E+01      -0.13944465E-02      -0.65557972E-03       0.75354655E-03
    322       0.16287540E+01      -0.13943168E-02      -0.65144738E-03       0.75193486E-03
    323       0.16338280E+01      -0.13832628E-02      -0.65034754E-03       0.74857539E-03
    324       0.16389020E+01      -0.13805142E-02      -0.64556220E-03       0.74656135E-03
    325       0.16439760E+01      -0.13726931E-02      -0.64497064E-03       0.74374067E-03
    326       0.16490500E+01      -0.13666171E-02      -0.63999077E-03       0.74120995E-03
    327       0.16541240E+01      -0.13623546E-02      -0.63941206E-03       0.73898012E-03
    328       0.16591980E+01      -0.13530169E-02      -0.63473910E-03       0.73594296E-03
    329       0.16642720E+01      -0.13518570E-02      -0.63369191E-03       0.73423029E-03
    330       0.16693460E+01      -0.13400685E-02      -0.62975747E-03       0.73081680E-03
    331       0.16744200E+01      -0.13408890E-02      -0.62788160E-03       0.72944041E-03
    332       0.16794940E+01      -0.13280108E-02      -0.62495228E-03       0.72586922E-03
    333       0.16845680E+01      -0.13292853E-02      -0.62208668E-03       0.72458329E-03
    334       0.16896420E+01      -0.13169150E-02      -0.62020746E-03       0.72111104E-03
    335       0.16947160E+01      -0.13170607E-02      -0.61642246E-03       0.71966065E-03
    336       0.16997900E+01      -0.13066708E-02      -0.61541049E-03       0.71652393E-03
    337       0.17048640E+01      -0.13044025E-02      -0.61098779E-03       0.71470200E-03
    338       0.17099380E+01      -0.12970142E-02      -0.61047717E-03       0.71206478E-03
    339       0.17150120E+01      -0.12916250E-02      -0.60584313E-03       0.70975735E-03
    340       0.17200860E+01      -0.12875878E-02      -0.60536969E-03       0.70767553E-03
    341       0.17251600E+01      -0.12790970E-02      -0.60099741E-03       0.70488539E-03
    342       0.17302340E+01      -0.12780223E-02      -0.60010393E-03       0.70329618E-03
    343       0.17353080E+01      -0.12671575E-02      -0.59640679E-03       0.70014008E-03
    344       0.17403820E+01      -0.12680179E-02      -0.59474480E-03       0.69887795E-03
    345       0.17454560E+01      -0.12560400E-02      -0.59198505E-03       0.69555846E-03
    346       0.17505300E+01      -0.12574097E-02      -0.58939062E-03       0.69439377E-03
    347       0.17556040E+01      -0.12458220E-02      -0.58762338E-03       0.69115242E-03
    348       0.17606780E+01      -0.12462016E-02      -0.58415038E-03       0.68984372E-03
    349       0.17657520E+01      -0.12364096E-02      -0.58321483E-03       0.68690634E-03
    350       0.17708260E+01      -0.12345619E-02      -0.57911903E-03       0.68525434E-03
    351       0.17759000E+01      -0.12275609E-02      -0.57867787E-03       0.68278079E-03
    352       0.17809740E+01      -0.12227822E-02      -0.57435628E-03       0.68067205E-03
    353       0.17860480E+01      -0.12189420E-02      -0.57397400E-03       0.67872155E-03
    354       0.17911220E+01      -0.12112102E-02      -0.56987366E-03       0.67615225E-03
    355       0.17961960E+01      -0.12102028E-02      -0.56911532E-03       0.67467179E-03
    356       0.18012700E+01      -0.12001699E-02      -0.56563259E-03       0.67174659E-03
    357       0.18063440E+01      -0.12010543E-02      -0.56416083E-03       0.67058457E-03
    358       0.18114180E+01      -0.11898899E-02      -0.56155360E-03       0.66749135E-03
    359       0.18164920E+01      -0.11913324E-02      -0.55920222E-03       0.66643298E-03
    360       0.18215660E+01      -0.11804530E-02      -0.55753453E-03       0.66339939E-03
    361       0.18266400E+01      -0.11810312E-02      -0.55434266E-03       0.66221564E-03
    362       0.18317140E+01      -0.11717798E-02      -0.55347356E-03       0.65945747E-03
    363       0.18367880E+01      -0.11703017E-02      -0.54967340E-03       0.65795638E-03
    364       0.18418620E+01      -0.11636488E-02      -0.54929174E-03       0.65562953E-03
    365       0.18469360E+01      -0.11594148E-02      -0.54525338E-03       0.65369833E-03
    366       0.18520100E+01      -0.11557476E-02      -0.54494999E-03       0.65186485E-03
    367       0.18570840E+01      -0.11486984E-02      -0.54109642E-03       0.64949381E-03
    368       0.18621580E+01      -0.11477437E-02      -0.54045704E-03       0.64810953E-03
    369       0.18672320E+01      -0.11384631E-02      -0.53716868E-03       0.64539234E-03
    370       0.18723060E+01      -0.11393585E-02      -0.53586649E-03       0.64431836E-03
    371       0.18773800E+01      -0.11289321E-02      -0.53339685E-03       0.64142942E-03
    372       0.18824540E+01      -0.11304286E-02      -0.53126393E-03       0.64046461E-03
    373       0.18875280E+01      -0.11201929E-02      -0.52968492E-03       0.63761873E-03
    374       0.18926020E+01      -0.11209396E-02      -0.52674713E-03       0.63654558E-03
    375       0.18976760E+01      -0.11121794E-02      -0.52593585E-03       0.63394922E-03
    376       0.19027500E+01      -0.11110267E-02      -0.52240388E-03       0.63258263E-03
    377       0.19078240E+01      -0.11046884E-02      -0.52207309E-03       0.63038784E-03
    378       0.19128980E+01      -0.11009417E-02      -0.51829229E-03       0.62861586E-03
    379       0.19179720E+01      -0.10974274E-02      -0.51805715E-03       0.62688713E-03
    380       0.19230460E+01      -0.10909944E-02      -0.51442821E-03       0.62469475E-03
    381       0.19281200E+01      -0.10900802E-02      -0.51389370E-03       0.62339589E-03
    382       0.19331940E+01      -0.10814823E-02      -0.51078212E-03       0.62086677E-03
    383       0.19382680E+01      -0.10823782E-02      -0.50963142E-03       0.61987050E-03
    384       0.19433420E+01      -0.10726238E-02      -0.50728632E-03       0.61716670E-03
    385       0.19484160E+01      -0.10741588E-02      -0.50535027E-03       0.61628449E-03
    386       0.19534900E+01      -0.10645104E-02      -0.50385050E-03       0.61360889E-03
    387       0.19585640E+01      -0.10654000E-02      -0.50114302E-03       0.61263394E-03
    388       0.19636380E+01      -0.10570876E-02      -0.50038207E-03       0.61018426E-03
    389       0.19687120E+01      -0.10562225E-02      -0.49709415E-03       0.60893795E-03
    390       0.19737860E+01      -0.10501696E-02      -0.49680677E-03       0.60686254E-03
    391       0.19788600E+01      -0.10468604E-02      -0.49326096E-03       0.60523384E-03
    392       0.19839340E+01      -0.10434817E-02      -0.49308482E-03       0.60359925E-03
    393       0.19890080E+01      -0.10376069E-02      -0.48966105E-03       0.60156842E-03
    394       0.19940820E+01      -0.10367233E-02      -0.48921912E-03       0.60034570E-03
    395       0.19991560E+01      -0.10287471E-02      -0.48626885E-03       0.59798726E-03
    396       0.20042300E+01      -0.10296348E-02      -0.48525383E-03       0.59705981E-03
    397       0.20093040E+01      -0.10204946E-02      -0.48302184E-03       0.59452438E-03
    398       0.20143780E+01      -0.10220550E-02      -0.48126370E-03       0.59371532E-03
    399       0.20194520E+01      -0.10129442E-02      -0.47983494E-03       0.59119475E-03
    400       0.20245260E+01      -0.10139547E-02      -0.47733683E-03       0.59030726E-03
    401       0.20296000E+01      -0.10060525E-02      -0.47661975E-03       0.58799105E-03
    402       0.20346740E+01      -0.10054417E-02      -0.47355459E-03       0.58685264E-03
    403       0.20397480E+01      -0.99964890E-03      -0.47330421E-03       0.58488556E-03
    404       0.20448220E+01      -0.99673368E-03      -0.46997343E-03       0.58338621E-03
    405       0.20498960E+01      -0.99347578E-03      -0.46984830E-03       0.58183655E-03
    406       0.20549700E+01      -0.98810805E-03      -0.46661252E-03       0.57995228E-03
    407       0.20600440E+01      -0.98724683E-03      -0.46625243E-03       0.57879767E-03
    408       0.20651180E+01      -0.97983859E-03      -0.46344986E-03       0.57659462E-03
    409       0.20701920E+01      -0.98071122E-03      -0.46255660E-03       0.57572830E-03
    410       0.20752660E+01      -0.97213404E-03      -0.46042769E-03       0.57334654E-03
    411       0.20803400E+01      -0.97370887E-03      -0.45883076E-03       0.57260242E-03
    412       0.20854140E+01      -0.96509217E-03      -0.45746584E-03       0.57022348E-03
    413       0.20904880E+01      -0.96620459E-03      -0.45515860E-03       0.56941409E-03
    414       0.20955620E+01      -0.95867921E-03      -0.45447981E-03       0.56721975E-03
    415       0.21006360E+01      -0.95829389E-03      -0.45161856E-03       0.56617842E-03
    416       0.21057100E+01      -0.95273907E-03      -0.45139961E-03       0.56430998E-03
    417       0.21107840E+01      -0.95017944E-03      -0.44826622E-03       0.56292775E-03
    418       0.21158580E+01      -0.94702973E-03      -0.44818511E-03       0.56145498E-03
    419       0.21209320E+01      -0.94212398E-03      -0.44512212E-03       0.55970409E-03
    420       0.21260060E+01      -0.94127830E-03      -0.44483445E-03       0.55861061E-03
    421       0.21310800E+01      -0.93439043E-03      -0.44216753E-03       0.55654948E-03
    422       0.21361540E+01      -0.93524225E-03      -0.44138379E-03       0.55573761E-03
    423       0.21412280E+01      -0.92718288E-03      -0.43934913E-03       0.55349651E-03
    424       0.21463020E+01      -0.92876290E-03      -0.43789860E-03       0.55281020E-03
    425       0.21513760E+01      -0.92060155E-03      -0.43659126E-03       0.55056107E-03
    426       0.21564500E+01      -0.92179949E-03      -0.43445846E-03       0.54982160E-03
    427       0.21615240E+01      -0.91462158E-03      -0.43381310E-03       0.54773891E-03
    428       0.21665980E+01      -0.91443640E-03      -0.43113901E-03       0.54678515E-03
    429       0.21716720E+01      -0.90910015E-03      -0.43094668E-03       0.54500684E-03
    430       0.21767460E+01      -0.90686224E-03      -0.42799496E-03       0.54373096E-03
    431       0.21818200E+01      -0.90380980E-03      -0.42795179E-03       0.54232804E-03
    432       0.21868940E+01      -0.89932605E-03      -0.42504805E-03       0.54069886E-03
    433       0.21919680E+01      -0.89849026E-03      -0.42482452E-03       0.53966043E-03
    434       0.21970420E+01      -0.89208048E-03      -0.42228257E-03       0.53772928E-03
    435       0.22021160E+01      -0.89290687E-03      -0.42159750E-03       0.53696602E-03
    436       0.22071900E+01      -0.88532506E-03      -0.41964926E-03       0.53485409E-03
    437       0.22122640E+01      -0.88690247E-03      -0.41833199E-03       0.53421934E-03
    438       0.22173380E+01      -0.87916208E-03      -0.41707673E-03       0.53208955E-03
    439       0.22224120E+01      -0.88043131E-03      -0.41510375E-03       0.53141282E-03
    440       0.22274860E+01      -0.87357481E-03      -0.41448761E-03       0.52943275E-03
    441       0.22325600E+01      -0.87356747E-03      -0.41198573E-03       0.52855816E-03
    442       0.22376340E+01      -0.86843272E-03      -0.41181584E-03       0.52686248E-03
    443       0.22427080E+01      -0.86648651E-03      -0.40903177E-03       0.52568340E-03
    444       0.22477820E+01      -0.86352192E-03      -0.40902124E-03       0.52434415E-03
    445       0.22528560E+01      -0.85942458E-03      -0.40626469E-03       0.52282633E-03
    446       0.22579300E+01      -0.85859400E-03      -0.40609800E-03       0.52183760E-03
    447       0.22630040E+01      -0.85262461E-03      -0.40367151E-03       0.52002583E-03
    448       0.22680780E+01      -0.85342184E-03      -0.40307548E-03       0.51930609E-03
    449       0.22731520E+01      -0.84628166E-03      -0.40120677E-03       0.51731309E-03
    450       0.22782260E+01      -0.84784989E-03      -0.40001106E-03       0.51672443E-03
    451       0.22833000E+01      -0.84049975E-03      -0.39880306E-03       0.51470466E-03
    452       0.22883740E+01      -0.84182787E-03      -0.39697684E-03       0.51408433E-03
    453       0.22934480E+01      -0.83526960E-03      -0.39638627E-03       0.51219885E-03
    454       0.22985220E+01      -0.83542040E-03      -0.39404327E-03       0.51139601E-03
    455       0.23035960E+01      -0.83047203E-03      -0.39389220E-03       0.50977631E-03
    456       0.23086700E+01      -0.82879081E-03      -0.39126327E-03       0.50868555E-03
    457       0.23137440E+01      -0.82590588E-03      -0.39128072E-03       0.50740452E-03
    458       0.23188180E+01      -0.82216317E-03      -0.38866060E-03       0.50598884E-03
    459       0.23238920E+01      -0.82133392E-03      -0.38854432E-03       0.50504512E-03
    460       0.23289660E+01      -0.81577115E-03      -0.38622483E-03       0.50334327E-03
    461       0.23340400E+01      -0.81653621E-03      -0.38570932E-03       0.50266258E-03
    462       0.23391140E+01      -0.80980545E-03      -0.38391402E-03       0.50077936E-03
    463       0.23441880E+01      -0.81135891E-03      -0.38282945E-03       0.50023197E-03
    464       0.23492620E+01      -0.80437151E-03      -0.38166449E-03       0.49831391E-03
    465       0.23543360E+01      -0.80574765E-03      -0.37997339E-03       0.49774439E-03
    466       0.23594100E+01      -0.79946684E-03      -0.37940522E-03       0.49594634E-03
    467       0.23644840E+01      -0.79975827E-03      -0.37720914E-03       0.49520865E-03
    468       0.23695580E+01      -0.79498286E-03      -0.37707378E-03       0.49365903E-03
    469       0.23746320E+01      -0.79354272E-03      -0.37458876E-03       0.49264904E-03
    470       0.23797060E+01      -0.79073030E-03      -0.37463016E-03       0.49142138E-03
    471       0.23847800E+01      -0.78731366E-03      -0.37213684E-03       0.49009960E-03
    472       0.23898540E+01      -0.78648250E-03      -0.37206529E-03       0.48919677E-03
    473       0.23949280E+01      -0.78129595E-03      -0.36984525E-03       0.48759637E-03
    474       0.24000020E+01      -0.78202641E-03      -0.36940267E-03       0.48695078E-03
    475       0.24050760E+01      -0.77567602E-03      -0.36767537E-03       0.48516916E-03
    476       0.24101500E+01      -0.77720993E-03      -0.36669260E-03       0.48465878E-03
    477       0.24152240E+01      -0.77056046E-03      -0.36556699E-03       0.48283498E-03
    478       0.24202980E+01      -0.77197505E-03      -0.36400053E-03       0.48231130E-03
    479       0.24253720E+01      -0.76595303E-03      -0.36345203E-03       0.48059429E-03
    480       0.24304460E+01      -0.76636946E-03      -0.36139213E-03       0.47991587E-03
    481       0.24355200E+01      -0.76175496E-03      -0.36126978E-03       0.47843106E-03
    482       0.24405940E+01      -0.76053444E-03      -0.35891858E-03       0.47749507E-03
    483       0.24456680E+01      -0.75778820E-03      -0.35898037E-03       0.47631651E-03
    484       0.24507420E+01      -0.75467190E-03      -0.35660517E-03       0.47508124E-03
    485       0.24558160E+01      -0.75383608E-03      -0.35657332E-03       0.47421563E-03
    486       0.24608900E+01      -0.74899830E-03      -0.35444594E-03       0.47270907E-03
    487       0.24659640E+01      -0.74969215E-03      -0.35406949E-03       0.47209509E-03
    488       0.24710380E+01      -0.74369588E-03      -0.35240533E-03       0.47040772E-03
    489       0.24761120E+01      -0.74520613E-03      -0.35151598E-03       0.46993058E-03
    490       0.24811860E+01      -0.73887216E-03      -0.35042642E-03       0.46819436E-03
