    n                 h                 l                 k
        423  0.4717682647D-02  0.2568967505D-05  0.8158500900D-05
        424  0.4711721032D-02  0.2555812962D-05  0.8127665073D-05
        425  0.4705829597D-02  0.2542692290D-05  0.8097115265D-05
        426  0.4699914640D-02  0.2529672122D-05  0.8066665590D-05
        427  0.4694013603D-02  0.2516728972D-05  0.8036389152D-05
        428  0.4688175966D-02  0.2503825926D-05  0.8006381121D-05
        429  0.4682342951D-02  0.2491004971D-05  0.7976525216D-05
        430  0.4676459949D-02  0.2478308828D-05  0.7946714937D-05
        431  0.4670781737D-02  0.2465536830D-05  0.7917441000D-05
        432  0.4664571842D-02  0.2453287832D-05  0.7887288167D-05
        433  0.4659275723D-02  0.2440363798D-05  0.7859021746D-05
        434  0.4653575466D-02  0.2427861000D-05  0.7830119737D-05
        435  0.4647876242D-02  0.2415440458D-05  0.7801355854D-05
        436  0.4642258661D-02  0.2403038408D-05  0.7772882488D-05
        437  0.4636618879D-02  0.2390735889D-05  0.7744500480D-05
        438  0.4630992483D-02  0.2378504655D-05  0.7716276671D-05
        439  0.4625397381D-02  0.2366329909D-05  0.7688243714D-05
        440  0.4619824196D-02  0.2354218601D-05  0.7660382641D-05
        441  0.4614271693D-02  0.2342171608D-05  0.7632690006D-05
        442  0.4608770112D-02  0.2330163414D-05  0.7605221078D-05
        443  0.4603281275D-02  0.2318224589D-05  0.7577903108D-05
        444  0.4597797806D-02  0.2306360821D-05  0.7550721363D-05
        445  0.4592366581D-02  0.2294533496D-05  0.7523761879D-05
        446  0.4586920803D-02  0.2282796399D-05  0.7496899536D-05
        447  0.4581470665D-02  0.2271140960D-05  0.7470152528D-05
        448  0.4576083762D-02  0.2259512292D-05  0.7443644653D-05
        449  0.4570735167D-02  0.2247928512D-05  0.7417328139D-05
        450  0.4565369871D-02  0.2236435621D-05  0.7391101241D-05
        451  0.4560084051D-02  0.2224953859D-05  0.7365138946D-05
        452  0.4554763772D-02  0.2213576338D-05  0.7339231834D-05
        453  0.4549460094D-02  0.2202260802D-05  0.7313472393D-05
        454  0.4544185391D-02  0.2190996498D-05  0.7287882032D-05
        455  0.4538929651D-02  0.2179791259D-05  0.7262441540D-05
        456  0.4533701535D-02  0.2168637682D-05  0.7237165541D-05
        457  0.4528503427D-02  0.2157532896D-05  0.7212057118D-05
        458  0.4523320868D-02  0.2146488654D-05  0.7187089258D-05
        459  0.4518142500D-02  0.2135514202D-05  0.7162240739D-05
        460  0.4513023231D-02  0.2124562855D-05  0.7137608642D-05
        461  0.4507867042D-02  0.2113715009D-05  0.7113020796D-05
        462  0.4502811934D-02  0.2102853902D-05  0.7088721704D-05
        463  0.4497620537D-02  0.2092180358D-05  0.7064289576D-05
        464  0.4492569069D-02  0.2081458537D-05  0.7040212570D-05
        465  0.4487497824D-02  0.2070825034D-05  0.7016207383D-05
        466  0.4482426548D-02  0.2060262530D-05  0.6992308272D-05
        467  0.4477427810D-02  0.2049708045D-05  0.6968641437D-05
        468  0.4472441188D-02  0.2039212746D-05  0.6945099812D-05
        469  0.4467447701D-02  0.2028792893D-05  0.6921649585D-05
        470  0.4462471071D-02  0.2018427631D-05  0.6898331388D-05
        471  0.4457526302D-02  0.2008104061D-05  0.6875170445D-05
        472  0.4452597003D-02  0.1997834836D-05  0.6852137167D-05
        473  0.4447656073D-02  0.1987643967D-05  0.6829184213D-05
        474  0.4442773312D-02  0.1977470094D-05  0.6806430986D-05
        475  0.4437808431D-02  0.1967435118D-05  0.6783635680D-05
        476  0.4433029200D-02  0.1957305361D-05  0.6761256658D-05
        477  0.4428136111D-02  0.1947340994D-05  0.6738779935D-05
        478  0.4423306522D-02  0.1937388228D-05  0.6716508391D-05
        479  0.4418504903D-02  0.1927476116D-05  0.6694380034D-05
        480  0.4413687046D-02  0.1917643698D-05  0.6672319214D-05
        481  0.4408869344D-02  0.1907876595D-05  0.6650353305D-05
        482  0.4404121783D-02  0.1898112533D-05  0.6628599544D-05
        483  0.4399385122D-02  0.1888403005D-05  0.6606956923D-05
        484  0.4394636062D-02  0.1878768484D-05  0.6585385721D-05
        485  0.4389904046D-02  0.1869182583D-05  0.6563934760D-05
        486  0.4385203573D-02  0.1859632327D-05  0.6542627529D-05
        487  0.4380509482D-02  0.1850139298D-05  0.6521421139D-05
        488  0.4375833761D-02  0.1840692573D-05  0.6500334892D-05
        489  0.4371123923D-02  0.1831336287D-05  0.6479280821D-05
        490  0.4366513518D-02  0.1821952202D-05  0.6458479531D-05
        491  0.4361877688D-02  0.1812655321D-05  0.6437724130D-05
        492  0.4357255672D-02  0.1803407733D-05  0.6417078565D-05
        493  0.4352664010D-02  0.1794193872D-05  0.6396569200D-05
        494  0.4348050185D-02  0.1785060211D-05  0.6376109218D-05
        495  0.4343463789D-02  0.1775962466D-05  0.6355779381D-05
        496  0.4338917607D-02  0.1766888721D-05  0.6335599668D-05
        497  0.4334367182D-02  0.1757878158D-05  0.6315496828D-05
        498  0.4329820846D-02  0.1748922667D-05  0.6295483896D-05
        499  0.4325293183D-02  0.1740009868D-05  0.6275584048D-05
        500  0.4320777447D-02  0.1731144913D-05  0.6255785625D-05
        501  0.4316271489D-02  0.1722329599D-05  0.6236084586D-05
        502  0.4311806930D-02  0.1713534945D-05  0.6216531049D-05
        503  0.4307346156D-02  0.1704794411D-05  0.6197063851D-05
        504  0.4302287716D-02  0.1696655799D-05  0.6176722785D-05
        505  0.4298463433D-02  0.1687449891D-05  0.6158430170D-05
        506  0.4293996855D-02  0.1678885267D-05  0.6139191472D-05
        507  0.4289610665D-02  0.1670305064D-05  0.6120158867D-05
        508  0.4285195716D-02  0.1661806345D-05  0.6101158035D-05
        509  0.4280786167D-02  0.1653358494D-05  0.6082242865D-05
        510  0.4276414157D-02  0.1644932611D-05  0.6063463613D-05
        511  0.4272043657D-02  0.1636559689D-05  0.6044762499D-05
        512  0.4267699558D-02  0.1628217867D-05  0.6026178333D-05
        513  0.4263348091D-02  0.1619937214D-05  0.6007657500D-05
        514  0.4259012935D-02  0.1611695924D-05  0.5989236616D-05
        515  0.4254733199D-02  0.1603458548D-05  0.5970976065D-05
        516  0.4250406069D-02  0.1595317236D-05  0.5952714846D-05
        517  0.4246093496D-02  0.1587216196D-05  0.5934549335D-05
        518  0.4241787741D-02  0.1579161923D-05  0.5916466879D-05
        519  0.4237561565D-02  0.1571087963D-05  0.5898579305D-05
        520  0.4233295830D-02  0.1563102236D-05  0.5880701874D-05
        521  0.4229099775D-02  0.1555105342D-05  0.5863002535D-05
        522  0.4224781202D-02  0.1547271837D-05  0.5845185382D-05
        523  0.4220580244D-02  0.1539382413D-05  0.5827618623D-05
        524  0.4216355925D-02  0.1531565622D-05  0.5810085524D-05
        525  0.4212186956D-02  0.1523749458D-05  0.5792705838D-05
        526  0.4207968988D-02  0.1516028528D-05  0.5775319970D-05
        527  0.4203797118D-02  0.1508315747D-05  0.5758072221D-05
        528  0.4199621470D-02  0.1500656605D-05  0.5740886321D-05
        529  0.4195458740D-02  0.1493035444D-05  0.5723787107D-05
        530  0.4191317378D-02  0.1485444359D-05  0.5706786833D-05
        531  0.4187185378D-02  0.1477893889D-05  0.5689866834D-05
        532  0.4183063692D-02  0.1470382916D-05  0.5673028074D-05
        533  0.4178953063D-02  0.1462910523D-05  0.5656271171D-05
        534  0.4174858177D-02  0.1455472141D-05  0.5639602723D-05
        535  0.4170735468D-02  0.1448107319D-05  0.5622957231D-05
        536  0.4166692314D-02  0.1440717711D-05  0.5606494332D-05
        537  0.4162596776D-02  0.1433423589D-05  0.5590017064D-05
        538  0.4158515895D-02  0.1426163399D-05  0.5573624880D-05
        539  0.4154520569D-02  0.1418871816D-05  0.5557421986D-05
        540  0.4150429269D-02  0.1411715254D-05  0.5541139712D-05
        541  0.4146397635D-02  0.1404550374D-05  0.5525007452D-05
        542  0.4142364378D-02  0.1397433322D-05  0.5508934396D-05
        543  0.4138346250D-02  0.1390348427D-05  0.5492944745D-05
        544  0.4134338122D-02  0.1383300135D-05  0.5477030522D-05
        545  0.4130333467D-02  0.1376294356D-05  0.5461181809D-05
        546  0.4126365081D-02  0.1369300368D-05  0.5445445907D-05
        547  0.4122407722D-02  0.1362341173D-05  0.5429785494D-05
        548  0.4118435982D-02  0.1355440239D-05  0.5414163417D-05
        549  0.4114475771D-02  0.1348573059D-05  0.5398616866D-05
        550  0.4110503920D-02  0.1341760859D-05  0.5383112020D-05
        551  0.4106575235D-02  0.1334953337D-05  0.5367727623D-05
        552  0.4102657038D-02  0.1328179590D-05  0.5352415886D-05
        553  0.4098727486D-02  0.1321459967D-05  0.5337145194D-05
        554  0.4094818715D-02  0.1314760972D-05  0.5321960807D-05
        555  0.4090921147D-02  0.1308097741D-05  0.5306849421D-05
        556  0.4087040779D-02  0.1301461729D-05  0.5291818803D-05
        557  0.4083149897D-02  0.1294878081D-05  0.5276829096D-05
        558  0.4079271344D-02  0.1288325422D-05  0.5261912471D-05
        559  0.4075437674D-02  0.1281773662D-05  0.5247114642D-05
        560  0.4071564242D-02  0.1275300208D-05  0.5232315251D-05
        561  0.4067699611D-02  0.1268860457D-05  0.5217582911D-05
        562  0.4063871202D-02  0.1262434141D-05  0.5202957043D-05
        563  0.4060054100D-02  0.1256027580D-05  0.5188398242D-05
        564  0.4056208808D-02  0.1249693492D-05  0.5173854653D-05
        565  0.4052365304D-02  0.1243398754D-05  0.5159366895D-05
        566  0.4048604611D-02  0.1237067794D-05  0.5145047606D-05
        567  0.4044792245D-02  0.1230824962D-05  0.5130708630D-05
        568  0.4040994770D-02  0.1224608437D-05  0.5116442601D-05
        569  0.4037238247D-02  0.1218394030D-05  0.5102285271D-05
        570  0.4033454551D-02  0.1212244331D-05  0.5088141718D-05
        571  0.4029688366D-02  0.1206117804D-05  0.5074073611D-05
        572  0.4025926030D-02  0.1200026986D-05  0.5060061713D-05
        573  0.4022173441D-02  0.1193966126D-05  0.5046113835D-05
        574  0.4018443275D-02  0.1187923372D-05  0.5032247034D-05
        575  0.4014710570D-02  0.1181921514D-05  0.5018426654D-05
        576  0.4010983725D-02  0.1175952528D-05  0.5004663927D-05
        577  0.4007280940D-02  0.1169999534D-05  0.4990983395D-05
        578  0.4003564402D-02  0.1164096799D-05  0.4977333067D-05
        579  0.3999840581D-02  0.1158238806D-05  0.4963721675D-05
        580  0.3996162236D-02  0.1152376450D-05  0.4950220581D-05
        581  0.3992477583D-02  0.1146557065D-05  0.4936758985D-05
        582  0.3988787557D-02  0.1140779819D-05  0.4923338008D-05
        583  0.3985133689D-02  0.1135006244D-05  0.4910013464D-05
        584  0.3981458579D-02  0.1129288683D-05  0.4896707510D-05
        585  0.3977807346D-02  0.1123585643D-05  0.4883480745D-05
        586  0.3974149681D-02  0.1117924901D-05  0.4870292069D-05
        587  0.3970504184D-02  0.1112289002D-05  0.4857166169D-05
        588  0.3966866246D-02  0.1106682021D-05  0.4844096553D-05
        589  0.3963228922D-02  0.1101110275D-05  0.4831073708D-05
        590  0.3959624405D-02  0.1095543618D-05  0.4818140136D-05
        591  0.3956732978D-02  0.1089347014D-05  0.4806196541D-05
        592  0.3952388438D-02  0.1084541017D-05  0.4792372960D-05
        593  0.3948806065D-02  0.1079059180D-05  0.4779603870D-05
        594  0.3945223544D-02  0.1073612476D-05  0.4766879105D-05
        595  0.3941644081D-02  0.1068197403D-05  0.4754202608D-05
        596  0.3938050021D-02  0.1062830180D-05  0.4741550931D-05
        597  0.3934472256D-02  0.1057482073D-05  0.4728964487D-05
        598  0.3930891866D-02  0.1052170514D-05  0.4716418188D-05
        599  0.3927349858D-02  0.1046857201D-05  0.4703965354D-05
        600  0.3923809275D-02  0.1041576173D-05  0.4691557306D-05
        601  0.3920259774D-02  0.1036336871D-05  0.4679180384D-05
        602  0.3916719048D-02  0.1031122741D-05  0.4666857399D-05
        603  0.3913216629D-02  0.1025906447D-05  0.4654626391D-05
        604  0.3909677439D-02  0.1020756824D-05  0.4642389639D-05
        605  0.3906142935D-02  0.1015635684D-05  0.4630200814D-05
        606  0.3902657789D-02  0.1010501542D-05  0.4618117225D-05
        607  0.3899144390D-02  0.1005425826D-05  0.4606038473D-05
        608  0.3895627825D-02  0.1000385236D-05  0.4593996745D-05
        609  0.3892159250D-02  0.9953325035D-06  0.4582057474D-05
        610  0.3888666672D-02  0.9903336970D-06  0.4570127946D-05
        611  0.3885175487D-02  0.9853653008D-06  0.4558240601D-05
        612  0.3881673210D-02  0.9804387139D-06  0.4546379328D-05
        613  0.3878247114D-02  0.9754731359D-06  0.4534654976D-05
        614  0.3874785383D-02  0.9705716278D-06  0.4522924864D-05
        615  0.3871324999D-02  0.9656998760D-06  0.4511235915D-05
        616  0.3867872428D-02  0.9608517908D-06  0.4499596103D-05
        617  0.3864427218D-02  0.9560275925D-06  0.4488004602D-05
        618  0.3861000222D-02  0.9512171525D-06  0.4476474865D-05
        619  0.3857570292D-02  0.9464397744D-06  0.4464979947D-05
        620  0.3854018323D-02  0.9418031534D-06  0.4453369995D-05
        621  0.3850719230D-02  0.9369643134D-06  0.4442115580D-05
        622  0.3847318466D-02  0.9322498700D-06  0.4430771556D-05
        623  0.3843648603D-02  0.9278113611D-06  0.4419128841D-05
        624  0.3840501695D-02  0.9229242347D-06  0.4408177337D-05
        625  0.3837118948D-02  0.9182818620D-06  0.4396968162D-05
        626  0.3833723054D-02  0.9136808786D-06  0.4385779699D-05
        627  0.3830347351D-02  0.9090904519D-06  0.4374653167D-05
        628  0.3826967548D-02  0.9045326807D-06  0.4363558197D-05
        629  0.3823603006D-02  0.8999896077D-06  0.4352518528D-05
        630  0.3820232202D-02  0.8954809021D-06  0.4341507375D-05
        631  0.3816869408D-02  0.8909933261D-06  0.4330542149D-05
        632  0.3813507469D-02  0.8865332807D-06  0.4319613858D-05
        633  0.3810157237D-02  0.8820906280D-06  0.4308735601D-05
        634  0.3806809682D-02  0.8776734831D-06  0.4297896091D-05
        635  0.3803507642D-02  0.8732424352D-06  0.4287147458D-05
        636  0.3800168556D-02  0.8688730965D-06  0.4276388571D-05
        637  0.3796827411D-02  0.8645331682D-06  0.4265662092D-05
        638  0.3793534674D-02  0.8601763781D-06  0.4255029201D-05
        639  0.3790206373D-02  0.8558793764D-06  0.4244387548D-05
        640  0.3786884828D-02  0.8516033165D-06  0.4233788438D-05
        641  0.3783574625D-02  0.8473438345D-06  0.4223237209D-05
        642  0.3780296159D-02  0.8430822016D-06  0.4212758237D-05
        643  0.3776980587D-02  0.8388812140D-06  0.4202268256D-05
        644  0.3773703522D-02  0.8346714602D-06  0.4191858208D-05
        645  0.3770415633D-02  0.8304980756D-06  0.4181468526D-05
        646  0.3767135287D-02  0.8263440603D-06  0.4171121107D-05
        647  0.3763881786D-02  0.8221917183D-06  0.4160838857D-05
        648  0.3760605190D-02  0.8180863589D-06  0.4150561775D-05
        649  0.3757252132D-02  0.8140772900D-06  0.4140226444D-05
        650  0.3754074389D-02  0.8099327789D-06  0.4130132261D-05
        651  0.3750830730D-02  0.8058745189D-06  0.4119991925D-05
        652  0.3747570618D-02  0.8018567517D-06  0.4109864228D-05
        653  0.3744337987D-02  0.7978393648D-06  0.4099801145D-05
        654  0.3741106549D-02  0.7938459592D-06  0.4089771226D-05
        655  0.3737866832D-02  0.7898852046D-06  0.4079763174D-05
        656  0.3734662803D-02  0.7859169541D-06  0.4069828673D-05
        657  0.3731425271D-02  0.7820038575D-06  0.4059885980D-05
        658  0.3728210582D-02  0.7780946833D-06  0.4050001304D-05
        659  0.3724994070D-02  0.7742117143D-06  0.4040145468D-05
        660  0.3721783733D-02  0.7703473854D-06  0.4030327666D-05
        661  0.3718579353D-02  0.7665020708D-06  0.4020547504D-05
        662  0.3715387468D-02  0.7626695604D-06  0.4010812416D-05
        663  0.3712169908D-02  0.7588844286D-06  0.4001077775D-05
        664  0.3709022922D-02  0.7550590272D-06  0.3991455333D-05
        665  0.3705832875D-02  0.7512965632D-06  0.3981812845D-05
        666  0.3702643231D-02  0.7475573560D-06  0.3972200715D-05
        667  0.3699451507D-02  0.7438436676D-06  0.3962615953D-05
        668  0.3696314759D-02  0.7401034009D-06  0.3953124181D-05
        669  0.3693140995D-02  0.7364200393D-06  0.3943619075D-05
        670  0.3689976815D-02  0.7327511656D-06  0.3934154276D-05
        671  0.3686816894D-02  0.7291015258D-06  0.3924723480D-05
        672  0.3683674868D-02  0.7254585737D-06  0.3915342132D-05
        673  0.3680536310D-02  0.7218352837D-06  0.3905993505D-05
        674  0.3677391703D-02  0.7182401682D-06  0.3896666602D-05
        675  0.3674253229D-02  0.7146621052D-06  0.3887375196D-05
        676  0.3671115662D-02  0.7111057042D-06  0.3878113186D-05
        677  0.3667986972D-02  0.7075635946D-06  0.3868889489D-05
        678  0.3664870336D-02  0.7040330854D-06  0.3859707582D-05
        679  0.3661756250D-02  0.7005218975D-06  0.3850556319D-05
        680  0.3658648738D-02  0.6970269812D-06  0.3841440311D-05
        681  0.3655528402D-02  0.6935655474D-06  0.3832337450D-05
